Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2020,WI,2020-06-22,,,,,,,,,,,0.2969583333333333,,,
2020,WI,2020-06-23,,,,,,,,,,,0.3214634146341463,,,
2020,WI,2020-06-24,,,,,,,,,,,0.4412727272727272,,,
2020,WI,2020-06-25,,,,,,,,,,,0.0311333333333333,,,
2020,WI,2020-06-26,,,,,,,,,,,0.36905,,,
2020,WI,2020-06-27,,,,,,,,,,,0.3839999999999999,,,
2020,WI,2020-06-29,,,,,,,,,,,0.3897777777777778,,,
2020,WI,2020-06-30,,,,,,,,,,,0.2637142857142857,,,
2020,WI,2020-07-01,,,,,,,,,,,0.252,,,
2020,WI,2020-07-02,,,,,,,,,,,0.315,,,
2020,WI,2020-07-03,,,,,,,,,,,0.3575,,,
2020,WI,2020-07-04,,,,,,,,,,,0.461,,,
2020,WI,2020-07-06,,,,,,,,,,,0.7476666666666666,,,
2020,WI,2020-07-07,,22.2,,,,,0.789,11.9,,,0.5876153846153847,,,
2020,WI,2020-07-08,,,,,,,,,,,0.26375,,,
2020,WI,2020-07-09,,,,,,,,,,,0.5879736842105263,,,
2020,WI,2020-07-10,,,,,,,,,,,0.8458360655737706,,,
2020,WI,2020-07-11,,,,,,,,,,,0.4554444444444445,,,
2020,WI,2020-07-12,,,,,,,,,,,0.63,,,
2020,WI,2020-07-13,,,,,,,,,,,0.3651,,,
2020,WI,2020-07-14,,,,,,,,,,,0.34216,,,
2020,WI,2020-07-15,,,,,,,,,,,0.3056538461538461,,,
2020,WI,2020-07-16,,,,,,,,,,,0.2444545454545454,,,
2020,WI,2020-07-17,,,,,,,,,,,0.255,,,
2020,WI,2020-07-19,,,,,,,,,,,0.414,,,
2020,WI,2020-07-20,,,,,,,,,,,0.2508888888888889,,,
2020,WI,2020-07-21,,,,,,,,,,,0.03625,,,
2020,WI,2020-07-22,,,,,,,,,,,0.0811538461538461,,,
2020,WI,2020-07-23,,19.7,,,,,0.927,9.22,,,,,,
2020,WI,2020-07-26,,,,,,,,,,,0.2972857142857143,,,
2020,WI,2020-07-27,,,,,,,,,,,0.4603684210526316,,,
2020,WI,2020-07-28,,,,,,,,,,,0.4058181818181818,,,
2020,WI,2020-07-29,,25.5,,,,13.1,1.03,9.05,0.78,,0.0577692307692307,,,
2020,WI,2020-07-30,,,,,,,,,,,0.0265,,,
2020,WI,2020-08-03,,,,,,,,,,,0.1532,,,
2020,WI,2020-08-04,,19.4,,,,,,5.22,,,0.136,,,
2020,WI,2020-08-05,,,,,,,,,,,0.11,,,
2020,WI,2020-08-06,,32.2,,,,,,14.7,,,0.037,,,
2020,WI,2020-08-10,,,,,,,,,,,0.8874000000000001,,,
2020,WI,2020-08-11,,,,,,,,,,,0.2121282051282051,,,
2020,WI,2020-08-12,,24.3,,,,,0.959,13.1,,,0.122,,,
2020,WI,2020-08-13,,,,,,,,,,,0.1426,,,
2020,WI,2020-08-16,,,,,,,,,,,0.036,,,
2020,WI,2020-08-17,,,,,,,,,,,0.13,,,
2020,WI,2020-08-18,,,,,,,,,,,0.154,,,
2020,WI,2020-08-19,,48.98181818181818,,,,,1.68,33.21818181818182,,,0.0838333333333333,,,
2020,WI,2020-08-20,,23.6,,,,51.6,0.89,8.08,1.32,,0.02,,,
2020,WI,2020-08-24,,,,,,,,,,,0.0844090909090909,,,
2020,WI,2020-08-25,,,,,,,,,,,0.309,,,
2020,WI,2020-08-26,,,,,,,,,,,0.125,,,
2020,WI,2020-08-27,,,,,,,,,,,0.3535555555555555,,,
2020,WI,2020-08-28,,,,,,,,,,,0.1056666666666666,,,
2020,WI,2020-08-31,,,,,,,,,,,0.122,,,
2020,WI,2020-09-01,,,,,,,,,,,0.3216086956521739,,,
2020,WI,2020-09-02,,,,,,,,,,,0.2095,,,
2020,WI,2020-09-03,,,,,,,,,,,0.085,,,
2020,WI,2020-09-07,,,,,,,,,,,0.042,,,
2020,WI,2020-09-08,,,,,,,,,,,0.14325,,,
2020,WI,2020-09-09,,24.6,,,,,0.982,12.9,,,0.1102222222222222,,,
2020,WI,2020-09-10,,25.9,,,,25.5,1.02,10.1,4.02,,0.1301666666666666,,,
2020,WI,2020-09-11,,,,,,,,,,,0.1677777777777777,,,
2020,WI,2020-09-12,,,,,,,,,,,0.2837333333333333,,,
2020,WI,2020-09-13,,,,,,,,,,,0.1225,,,
2020,WI,2020-09-14,,,,,,,,,,,0.9745714285714284,,,
2020,WI,2020-09-15,,,,,,,,,,,0.1281666666666666,,,
2020,WI,2020-09-16,,,,,,,,,,,0.1153076923076923,,,
2020,WI,2020-09-17,,,,,,,,,,,0.055625,,,
2020,WI,2020-09-22,,,,,,,,,,,0.1028999999999999,,,
2020,WI,2020-09-23,,20.6,,,,,0.807,11.1,,,,,,
2020,WI,2020-09-24,,,,,,,,,,,0.092,,,
2020,WI,2020-09-25,,,,,,,,,,,0.07475,,,
2020,WI,2020-09-27,,,,,,,,,,,0.225,,,
2020,WI,2020-09-28,,,,,,,,,,,0.08175,,,
2020,WI,2020-09-29,,,,,,,,,,,0.0388333333333333,,,
2020,WI,2020-09-30,,,,,,,,,,,0.1419285714285714,,,
2020,WI,2020-10-01,,,,,,,,,,,0.1126666666666666,,,
2020,WI,2020-10-02,,,,,,,,,,,0.0563333333333333,,,
2020,WI,2020-10-05,,,,,,,,,,,0.0536666666666666,,,
2020,WI,2020-10-06,,20.3,,,,,0.877,11.0,,,0.1022,,,
2020,WI,2020-10-07,,,,,,,,,,,0.0635714285714285,,,
2020,WI,2020-10-12,,,,,,,,,,,0.465,,,
2020,WI,2020-10-13,,,,,,,,,,,0.094,,,
2020,WI,2020-10-15,,,,,,,,,,,0.1104,,,
2020,WI,2020-10-16,,,,,,,,,,,0.2035,,,
2020,WI,2020-10-19,,,,,,,,,,,0.1566,,,
2020,WI,2020-10-21,,17.6,,,,,0.797,9.05,,,,,,
2020,WI,2020-10-22,,,,,,,,,,,1.1999830508474578,,,
2020,WI,2020-10-23,,,,,,,,,,,0.8700285714285714,,,
2020,WI,2020-10-24,,,,,,,,,,,0.5891851851851851,,,
2020,WI,2020-10-25,,,,,,,,,,,0.4013636363636363,,,
2020,WI,2020-10-26,,,,,,,,,,,0.229,,,
2020,WI,2020-10-27,,,,,,,,,,,0.1154999999999999,,,
2020,WI,2020-10-28,,,,,,,,,,,0.13325,,,
2020,WI,2020-10-29,,,,,,,,,,,0.2745454545454545,,,
2020,WI,2020-11-01,,,,,,,,,,,0.1515,,,
2020,WI,2020-11-02,,,,,,,,,,,0.1034166666666666,,,
2020,WI,2020-11-03,,27.4,,,,,,13.0,,,0.032,,,
2020,WI,2020-11-04,,,,,,,,,,,0.1536666666666666,,,
2020,WI,2020-11-05,,13.0,,,,,,3.69,,,0.105,,,
2020,WI,2020-11-09,,,,,,,,,,,0.062,,,
2020,WI,2020-11-10,,,,,,,,,,,0.8758072289156625,,,
2020,WI,2020-11-11,,,,,,,,,,,0.5409999999999999,,,
2020,WI,2020-11-12,,11.2,,,,,1.11,5.83,,,0.357047619047619,,,
2020,WI,2020-11-13,,,,,,,,,,,0.347,,,
2020,WI,2020-11-14,,,,,,,,,,,0.52025,,,
2020,WI,2020-11-15,,,,,,,,,,,0.8474571428571429,,,
2020,WI,2020-11-16,,,,,,,,,,,0.2329,,,
2020,WI,2020-11-17,,,,,,,,,,,0.3321428571428572,,,
2020,WI,2020-11-18,,,,,,,,,,,0.2725,,,
2020,WI,2020-11-19,,,,,,,,,,,0.02625,,,
2020,WI,2020-11-23,,,,,,,,,,,0.0344999999999999,,,
2020,WI,2020-11-24,,,,,,,,,,,0.25575,,,
2020,WI,2020-11-25,,,,,,,,,,,0.20775,,,
2020,WI,2020-11-26,,,,,,,,,,,0.139,,,
2020,WI,2020-11-27,,,,,,,,,,,0.174,,,
2020,WI,2020-11-30,,,,,,,,,,,0.153375,,,
2020,WI,2020-12-01,,,,,,,,,,,0.05,,,
2020,WI,2020-12-03,,,,,,,,,,,0.042,,,
2020,WI,2020-12-04,,,,,,,,,,,0.0325,,,
2020,WI,2020-12-07,,,,,,,,,,,0.0393333333333333,,,
2020,WI,2020-12-09,,,,,,,,,,,0.037,,,
2020,WI,2020-12-10,,,,,,,,,,,0.35,,,
2020,WI,2020-12-12,,,,,,,,,,,0.1145,,,
2020,WI,2020-12-13,,,,,,,,,,,0.056,,,
2020,WI,2020-12-14,,22.0,,,,,0.869,12.3,,,,,,
2020,WI,2020-12-15,,,,,,,,,,,0.1288888888888889,,,
2020,WI,2020-12-16,,,,,,,,,,,0.1740714285714285,,,
2020,WI,2020-12-22,,,,,,,,,,,0.031,,,
2021,WI,2021-01-04,,,,,,,,,,,0.0499999999999999,,,
2021,WI,2021-01-05,,,,,,,,,,,0.0695,,,
2021,WI,2021-01-06,,,,,,,,,,,0.1552,,,
2021,WI,2021-01-07,,,,,,,,,,,0.013,,,
2021,WI,2021-01-08,,,,,,,,,,,0.037,,,
2021,WI,2021-01-13,,26.1,,,,,0.92,14.7,,,0.11725,,,
2021,WI,2021-01-14,,,,,,,,,,,0.1921999999999999,,,
2021,WI,2021-01-15,,,,,,,,,,,0.3605714285714286,,,
2021,WI,2021-01-16,,,,,,,,,,,0.3914999999999999,,,
2021,WI,2021-01-17,,,,,,,,,,,0.3565,,,
2021,WI,2021-01-18,,,,,,,,,,,0.216,,,
2021,WI,2021-01-21,,,,,,,,,,,0.0424999999999999,,,
2021,WI,2021-01-26,,,,,,,,,,,0.0555,,,
2021,WI,2021-01-27,,,,,,,,,,,0.043,,,
2021,WI,2021-01-30,,,,,,,,,,,0.034,,,
2021,WI,2021-01-31,,,,,,,,,,,0.126,,,
2021,WI,2021-02-01,,,,,,,,,,,0.031,,,
2021,WI,2021-02-02,,,,,,,,,,,0.054,,,
2021,WI,2021-02-03,,20.3,,,,,,5.62,,,0.0438181818181818,,,
2021,WI,2021-02-16,,,,,,,,,,,0.1745555555555555,,,
2021,WI,2021-02-18,,27.4,,,,,1.05,15.7,,,,,,
2021,WI,2021-02-20,,,,,,,,,,,0.015,,,
2021,WI,2021-02-23,,,,,,,,,,,0.6,,,
2021,WI,2021-02-24,,,,,,,,,,,0.26655,,,
2021,WI,2021-02-25,,,,,,,,,,,0.214,,,
2021,WI,2021-02-26,,,,,,,,,,,0.5334166666666667,,,
2021,WI,2021-02-27,,,,,,,,,,,0.8340588235294117,,,
2021,WI,2021-02-28,,,,,,,,,,,0.6331111111111112,,,
2021,WI,2021-03-01,,26.7,,,,,0.81,14.5,,,0.3941199999999999,,,
2021,WI,2021-03-02,,,,,,,,,,,0.4376363636363636,,,
2021,WI,2021-03-03,,,,,,,,,,,0.87325,,,
2021,WI,2021-03-04,,,,,,,,,,,0.2465,,,
2021,WI,2021-03-05,,,,,,,,,,,0.415625,,,
2021,WI,2021-03-06,,,,,,,,,,,0.24,,,
2021,WI,2021-03-07,,,,,,,,,,,1.9,,,
2021,WI,2021-03-08,,,,,,,,,,,0.5182702702702702,,,
2021,WI,2021-03-09,,,,,,,,,,,0.4467777777777778,,,
2021,WI,2021-03-10,,,,,,,,,,,0.4995421686746988,,,
2021,WI,2021-03-11,,,,,,,,,,,0.4232391304347826,,,
2021,WI,2021-03-12,,,,,,,,,,,0.1823333333333333,,,
2021,WI,2021-03-13,,,,,,,,,,,0.2022,,,
2021,WI,2021-03-14,,,,,,,,,,,0.09325,,,
2021,WI,2021-03-15,,,,,,,,,,,0.1124,,,
2021,WI,2021-03-16,,15.6,,,,,0.98,8.19,,,0.1135,,,
2021,WI,2021-03-17,,,,,,,,,,,0.1856666666666666,,,
2021,WI,2021-03-18,,,,,,,,,,,0.1456,,,
2021,WI,2021-03-19,,,,,,,,,,,0.073,,,
2021,WI,2021-03-21,,,,,,,,,,,0.075,,,
2021,WI,2021-03-23,,,,,,,,,,,0.1990714285714285,,,
2021,WI,2021-03-24,,,,,,,,,,,0.2028305084745763,,,
2021,WI,2021-03-25,,,,,,,,,,,0.1433333333333333,,,
2021,WI,2021-03-26,,,,,,,,,,,0.1262857142857142,,,
2021,WI,2021-03-27,,,,,,,,,,,0.1472307692307692,,,
2021,WI,2021-03-28,,,,,,,,,,,0.136,,,
2021,WI,2021-03-29,,,,,,,,,,,0.1161,,,
2021,WI,2021-03-30,,,,,,,,,,,0.054,,,
2021,WI,2021-03-31,,,,,,,,,,,0.0645714285714285,,,
2021,WI,2021-04-02,,,,,,,,,,,0.35,,,
2021,WI,2021-04-05,,,,,,,,,,,0.0731428571428571,,,
2021,WI,2021-04-06,,31.83333333333333,,,,,1.6733333333333331,23.96333333333333,,,0.0558461538461538,,,
2021,WI,2021-04-07,,35.2,,,,,2.98,34.1,,,0.4445294117647059,,,
2021,WI,2021-04-08,,,,,,,,,,,0.329125,,,
2021,WI,2021-04-09,,,,,,,,,,,0.2067692307692308,,,
2021,WI,2021-04-10,,,,,,,,,,,0.2290434782608696,,,
2021,WI,2021-04-11,,,,,,,,,,,0.3427213114754098,,,
2021,WI,2021-04-12,,,,,,,,,,,0.2229499999999999,,,
2021,WI,2021-04-13,,,,,,,,,,,0.1454375,,,
2021,WI,2021-04-14,,,,,,,,,,,0.151,,,
2021,WI,2021-04-15,,,,,,,,,,,0.1109166666666666,,,
2021,WI,2021-04-17,,,,,,,,,,,0.125,,,
2021,WI,2021-04-19,,,,,,,,,,,0.0697142857142857,,,
2021,WI,2021-04-20,,54.02,,,,,2.118,31.84,,,0.0184285714285714,,,
2021,WI,2021-04-21,,9.97,,,,,0.517,5.38,,,0.0736666666666666,,,
2021,WI,2021-04-22,,,,,,,,,,,0.053,,,
2021,WI,2021-04-23,,,,,,,,,,,0.199,,,
2021,WI,2021-04-26,,,,,,,,,,,0.0663333333333333,,,
2021,WI,2021-04-27,,46.25,,,,,2.0700000000000003,34.650000000000006,,,0.0543636363636363,,,
2021,WI,2021-04-28,,,,,,,,,,,0.1377499999999999,,,
2021,WI,2021-04-29,,,,,,,,,,,0.2117142857142857,,,
2021,WI,2021-04-30,,,,,,,,,,,0.22,,,
2021,WI,2021-05-01,,,,,,,,,,,0.058,,,
2021,WI,2021-05-02,,,,,,,,,,,0.995375,,,
2021,WI,2021-05-03,,,,,,,,,,,0.4964259259259259,,,
2021,WI,2021-05-04,,,,,,,,,,,0.2436153846153846,,,
2021,WI,2021-05-05,,,,,,,,,,,0.1248666666666666,,,
2021,WI,2021-05-06,,,,,,,,,,,0.211,,,
2021,WI,2021-05-07,,,,,,,,,,,0.092125,,,
2021,WI,2021-05-08,,,,,,,,,,,0.074,,,
2021,WI,2021-05-11,,16.9,,,,,0.635,8.69,,,0.0788571428571428,,,
2021,WI,2021-05-12,,,,,,,,,,,0.188,,,
2021,WI,2021-05-13,,,,,,,,,,,0.1385294117647058,,,
2021,WI,2021-05-17,,131.5,,,5.6,5.1,1.33,61.45,,0.955,,,,
2021,WI,2021-05-18,,112.0,,2.2,21.75,13.3,1.6,51.6,5.67,2.9,,0.043,,
2021,WI,2021-05-19,2.9,106.45,,,2.8,2275.0,2.005,55.35,35.65,1.05,0.192,,,
2021,WI,2021-05-20,0.4,116.2,,,3.4,1510.0,1.4775,55.75,101.0,4.0,0.1829999999999999,,,
2021,WI,2021-05-23,,,,,,,,,,,0.937625,,,
2021,WI,2021-05-24,14.5,43.0,0.098,,0.78,55.2,1.9,60.3,16.2,0.72,9.42125,,,
2021,WI,2021-05-25,2.8,187.0,,,,1670.0,7.34,86.5,325.0,2.2,0.3286666666666666,,12.6,
2021,WI,2021-05-26,,,,,,,,,,,0.7341428571428571,,,
2021,WI,2021-05-27,,,,,,,,,,,0.3325,,,
2021,WI,2021-05-28,,,,,,,,,,,0.14575,,,
2021,WI,2021-05-30,,,,,,,,,,,0.19,,,
2021,WI,2021-05-31,,,,,,,,,,,21.73,,,
2021,WI,2021-06-01,,,,,,,,,,,0.2235,,,
2021,WI,2021-06-03,,,,,,,,,,,0.12,,,
2021,WI,2021-06-06,,,,,,,,,,,0.089,,,
2021,WI,2021-06-07,,,,,,,,,,,0.5545,,,
2021,WI,2021-06-08,,,,,,,,,,,3.1004,,,
2021,WI,2021-06-09,,,,,,,,,,,0.07425,,,
2021,WI,2021-06-10,,,,,,,,,,,66.0,,,
2021,WI,2021-06-11,,,,,,,,,,,0.9421,,,
2021,WI,2021-06-14,,,,,,,,,,,0.76,,,
2021,WI,2021-06-15,,,,,,,,,,,0.1150714285714285,,,
2021,WI,2021-06-16,,,,,,,,,,,0.015,,,
2021,WI,2021-06-17,,,,,,,,,,,0.1645,,,
2021,WI,2021-06-18,,,,,,,,,,,0.6305999999999999,,,
2021,WI,2021-06-19,,,,,,,,,,,0.19225,,,
2021,WI,2021-06-20,,,,,,,,,,,0.8004666666666668,,,
2021,WI,2021-06-21,,,,,,,,,,,0.2458666666666666,,,
2021,WI,2021-06-22,,,,,,,,,,,0.2024285714285714,,,
2021,WI,2021-06-23,,24.1,,,,,0.898,12.9,,,0.704,,,
2021,WI,2021-06-24,,,,,,,,,,,0.3232083333333333,,,
2021,WI,2021-06-25,,,,,,,,,,,0.2801666666666667,,,
2021,WI,2021-06-26,,,,,,,,,,,0.6497173913043478,,,
2021,WI,2021-06-27,,,,,,,,,,,0.8387727272727272,,,
2021,WI,2021-06-28,,,,,,,,,,,0.38875,,,
2021,WI,2021-06-29,,,,,,,,,,,0.3545999999999999,,,
2021,WI,2021-06-30,,,,,,,,,,,0.5636666666666666,,,
2021,WI,2021-07-01,,,,,,,,,,,0.798235294117647,,,
2021,WI,2021-07-02,,,,,,,,,,,0.4268,,,
2021,WI,2021-07-03,,,,,,,,,,,0.387,,,
2021,WI,2021-07-06,,,,,,,,,,,1.349969696969697,,,
2021,WI,2021-07-07,,,,,,,,,,,0.593109375,,,
2021,WI,2021-07-08,,,,,,,,,,,0.4257586206896551,,,
2021,WI,2021-07-09,,,,,,,,,,,0.5152,,,
2021,WI,2021-07-10,,,,,,,,,,,0.4445714285714285,,,
2021,WI,2021-07-11,,,,,,,,,,,0.401,,,
2021,WI,2021-07-12,,24.1,,,,,0.846,13.2,,,0.2405,,,
2021,WI,2021-07-13,,,,,,,,,,,0.17,,,
2021,WI,2021-07-14,,,,,,,,,,,0.7196571428571428,,,
2021,WI,2021-07-15,,,,,,,,,,,0.7938904109589041,,,
2021,WI,2021-07-16,,,,,,,,,,,0.5426,,,
2021,WI,2021-07-17,,,,,,,,,,,0.408,,,
2021,WI,2021-07-18,,,,,,,,,,,0.2603333333333333,,,
2021,WI,2021-07-19,,,,,,,,,,,0.3706666666666666,,,
2021,WI,2021-07-20,,,,,,,,,,,1.0654545454545454,,,
2021,WI,2021-07-21,,,,,,,,,,,0.2801666666666667,,,
2021,WI,2021-07-26,,,,,,,,,,,0.1754,,,
2021,WI,2021-07-27,,21.1,,,,,0.712,11.0,,,0.7364736842105263,,,
2021,WI,2021-07-28,,,,,,,,,,,0.2466666666666667,,,
2021,WI,2021-07-29,,,,,,,,,,,0.2990909090909091,,,
2021,WI,2021-07-30,,,,,,,,,,,0.586,,,
2021,WI,2021-07-31,,,,,,,,,,,0.328,,,
2021,WI,2021-08-02,,,,,,,,,,,0.176,,,
2021,WI,2021-08-03,,,,,,,,,,,0.2061666666666667,,,
2021,WI,2021-08-04,,,,,,,,,,,0.068,,,
2021,WI,2021-08-06,,,,,,,,,,,0.488,,,
2021,WI,2021-08-07,,,,,,,,,,,0.8939387755102042,,,
2021,WI,2021-08-08,,,,,,,,,,,0.8411704545454545,,,
2021,WI,2021-08-09,,,,,,,,,,,0.5362526315789474,,,
2021,WI,2021-08-10,,,,,,,,,,,0.6542115384615385,,,
2021,WI,2021-08-11,,,,,,,,,,,1.50608,,,
2021,WI,2021-08-12,,,,,,,,,,,0.4731333333333333,,,
2021,WI,2021-08-13,,,,,,,,,,,0.6383333333333333,,,
2021,WI,2021-08-14,,,,,,,,,,,0.405,,,
2021,WI,2021-08-15,,,,,,,,,,,0.312,,,
2021,WI,2021-08-16,,,,,,,,,,,0.189,,,
2021,WI,2021-08-17,,26.1,,,,,0.896,14.2,,,0.1777,,,
2021,WI,2021-08-20,,,,,,,,,,,0.0542,,,
2021,WI,2021-08-21,,,,,,,,,,,0.67125,,,
2021,WI,2021-08-23,,,,,,,,,,,0.1586666666666666,,,
2021,WI,2021-08-24,,,,,,,,,,,0.664,,,
2021,WI,2021-08-25,,,,,,,,,,,0.1608,,,
2021,WI,2021-08-26,,,,,,,,,,,0.2503043478260869,,,
2021,WI,2021-08-27,,,,,,,,,,,1.0599500000000002,,,
2021,WI,2021-08-28,,,,,,,,,,,1.025767441860465,,,
2021,WI,2021-08-29,,,,,,,,,,,1.1285999999999998,,,
2021,WI,2021-08-30,,,,,,,,,,,0.4081176470588236,,,
2021,WI,2021-08-31,,47.33636363636364,,,,,1.6763636363636365,34.68181818181818,,,0.1866666666666666,,,
2021,WI,2021-09-01,,,,,,,,,,,0.4429444444444444,,,
2021,WI,2021-09-02,,,,,,,,,,,0.6433333333333333,,,
2021,WI,2021-09-03,,,,,,,,,,,0.764,,,
2021,WI,2021-09-07,,,,,,,,,,,0.1851428571428571,,,
2021,WI,2021-09-08,,27.0,,,,,0.9,14.7,,,0.1173333333333333,,,
2021,WI,2021-09-09,,,,,,,,,,,0.0844166666666666,,,
2021,WI,2021-09-12,,,,,,,,,,,0.3473333333333333,,,
2021,WI,2021-09-13,,,,,,,,,,,0.277575,,,
2021,WI,2021-09-14,,,,,,,,,,,0.1667142857142857,,,
2021,WI,2021-09-15,,,,,,,,,,,0.1275833333333333,,,
2021,WI,2021-09-16,,23.3,,,,,0.982,12.9,,,,,,
2021,WI,2021-09-17,,,,,,,,,,,0.166,,,
2021,WI,2021-09-20,,,,,,,,,,,0.9986153846153846,,,
2021,WI,2021-09-21,,,,,,,,,,,0.2846222222222222,,,
2021,WI,2021-09-22,,,,,,,,,,,0.0903636363636363,,,
2021,WI,2021-09-23,,,,,,,,,,,0.027,,,
2021,WI,2021-09-24,,,,,,,,,,,0.1835,,,
2021,WI,2021-09-27,,,,,,,,,,,0.1282142857142857,,,
2021,WI,2021-09-28,,,,,,,,,,,0.1095,,,
2021,WI,2021-09-29,,,,,,,,,,,0.0325,,,
2021,WI,2021-09-30,,,,,,,,,,,0.0639090909090909,,,
2021,WI,2021-10-01,,,,,,,,,,,0.1066666666666666,,,
2021,WI,2021-10-02,,,,,,,,,,,0.31,,,
2021,WI,2021-10-03,,,,,,,,,,,1.455466666666667,,,
2021,WI,2021-10-04,,,,,,,,,,,0.2407241379310344,,,
2021,WI,2021-10-05,,,,,,,,,,,0.22425,,,
2021,WI,2021-10-06,,,,,,,,,,,0.222,,,
2021,WI,2021-10-07,,25.9,,,,,0.93,13.8,,,0.4253846153846154,,,
2021,WI,2021-10-08,,,,,,,,,,,0.1765,,,
2021,WI,2021-10-10,,,,,,,,,,,0.1635,,,
2021,WI,2021-10-11,,,,,,,,,,,0.4936,,,
2021,WI,2021-10-12,,,,,,,,,,,0.0943333333333333,,,
2021,WI,2021-10-13,,,,,,,,,,,0.4996,,,
2021,WI,2021-10-14,,,,,,,,,,,0.16725,,,
2021,WI,2021-10-18,,26.3,,,,,0.86,14.5,,,0.4123888888888889,,,
2021,WI,2021-10-19,,,,,,,,,,,0.10525,,,
2021,WI,2021-10-20,,,,,,,,,,,0.1915,,,
2021,WI,2021-10-24,,,,,,,,,,,0.6486,,,
2021,WI,2021-10-25,,,,,,,,,,,0.21,,,
2021,WI,2021-10-26,,,,,,,,,,,0.1107777777777777,,,
2021,WI,2021-10-28,,,,,,,,,,,0.5072222222222222,,,
2021,WI,2021-10-31,,,,,,,,,,,0.062,,,
2021,WI,2021-11-01,,,,,,,,,,,0.011,,,
2021,WI,2021-11-02,,,,,,,,,,,0.0653999999999999,,,
2021,WI,2021-11-03,,,,,,,,,,,0.1237647058823529,,,
2021,WI,2021-11-08,,,,,,,,,,,0.03425,,,
2021,WI,2021-11-09,,,,,,,,,,,0.0678,,,
2021,WI,2021-11-10,,,,,,,,,,,0.1045,,,
2021,WI,2021-11-11,,,,,,,,,,,1.0077142857142858,,,
2021,WI,2021-11-12,,,,,,,,,,,0.096,,,
2021,WI,2021-11-15,,,,,,,,,,,0.07125,,,
2021,WI,2021-11-16,,23.4,,,,,0.854,12.8,,,0.1105882352941176,,,
2021,WI,2021-11-21,,,,,,,,,,,0.04,,,
2021,WI,2021-11-23,,,,,,,,,,,0.0303333333333333,,,
2021,WI,2021-11-24,,,,,,,,,,,0.059,,,
2021,WI,2021-11-25,,,,,,,,,,,0.066,,,
2021,WI,2021-12-01,,,,,,,,,,,0.09,,,
2021,WI,2021-12-03,,,,,,,,,,,0.1057894736842105,,,
2021,WI,2021-12-06,,25.2,,,,,0.957,13.8,,,0.011,,,
2021,WI,2021-12-08,,,,,,,,,,,0.04,,,
2021,WI,2021-12-09,,,,,,,,,,,0.0365,,,
2021,WI,2021-12-10,,,,,,,,,,,0.5041666666666668,,,
2021,WI,2021-12-11,,,,,,,,,,,0.2382857142857143,,,
2021,WI,2021-12-12,,,,,,,,,,,0.5,,,
2021,WI,2021-12-13,,,,,,,,,,,0.0928823529411764,,,
2021,WI,2021-12-14,,,,,,,,,,,1.874,,,
2021,WI,2021-12-15,,,,,,,,,,,0.6403448275862069,,,
2021,WI,2021-12-16,,,,,,,,,,,0.28075,,,
2021,WI,2021-12-17,,,,,,,,,,,0.2996153846153846,,,
2021,WI,2021-12-21,,,,,,,,,,,0.1364999999999999,,,
2021,WI,2021-12-22,,,,,,,,,,,0.1522,,,
2021,WI,2021-12-26,,,,,,,,,,,0.067,,,
2021,WI,2021-12-28,,,,,,,,,,,0.1813333333333333,,,
2021,WI,2021-12-30,,,,,,,,,,,0.013,,,
2022,WI,2022-01-04,,,,,,,,,,,0.0308,,,
2022,WI,2022-01-05,,,,,,,,,,,0.044,,,
2022,WI,2022-01-12,,,,,,,,,,,0.0784,,,
2022,WI,2022-01-13,,,,,,,,,,,0.1009,,,
2022,WI,2022-01-18,,24.3,,,,,0.945,13.5,,,0.0745,,,
2022,WI,2022-01-19,,,,,,,,,,,0.0648461538461538,,,
2022,WI,2022-01-31,,,,,,,,,,,0.023,,,
2022,WI,2022-02-01,,,,,,,,,,,0.042,,,
2022,WI,2022-02-02,,,,,,,,,,,0.16,,,
2022,WI,2022-02-08,,,,,,,,,,,0.0213333333333333,,,
2022,WI,2022-02-09,,,,,,,,,,,0.0902307692307692,,,
2022,WI,2022-02-14,,,,,,,,,,,0.215,,,
2022,WI,2022-02-15,,27.4,,,,,0.91,15.2,,,0.0783571428571428,,,
2022,WI,2022-02-16,,,,,,,,,,,1.724125,,,
2022,WI,2022-02-17,,,,,,,,,,,0.449,,,
2022,WI,2022-02-20,,,,,,,,,,,1.966923076923077,,,
2022,WI,2022-02-21,,,,,,,,,,,0.6676,,,
2022,WI,2022-02-22,,,,,,,,,,,3.125,,,
2022,WI,2022-02-23,,,,,,,,,,,0.1,,,
2022,WI,2022-02-25,,,,,,,,,,,0.011,,,
2022,WI,2022-02-28,,,,,,,,,,,1.0747058823529412,,,
2022,WI,2022-03-01,,,,,,,,,,,1.0861,,,
2022,WI,2022-03-02,,,,,,,,,,,0.939,,,
2022,WI,2022-03-04,,,,,,,,,,,0.2576666666666666,,,
2022,WI,2022-03-05,,,,,,,,,,,1.821746031746032,,,
2022,WI,2022-03-06,,,,,,,,,,,1.5712823529411764,,,
2022,WI,2022-03-07,,,,,,,,,,,0.9725,,,
2022,WI,2022-03-08,,25.6,,,,,0.93,14.4,,,0.8272499999999999,,,
2022,WI,2022-03-09,,,,,,,,,,,0.3983333333333334,,,
2022,WI,2022-03-14,,,,,,,,,,,0.3243333333333333,,,
