Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2022,AK,2022-06-27,2.4,19.9,,,10.8,5432.125,0.685,3.775,11.0,0.895,0.2966666666666667,2.404,31.0,0.022
2022,AK,2022-06-30,,15.4,,,,,0.878,1.72,,,,,,
2022,AK,2022-07-01,,,,,,,,,,,0.414,,,0.022
2022,AK,2022-07-06,0.14,14.3,,,,,0.48,4.71,,,,,,
2022,AK,2022-07-13,1.2,34.2,,,,277.0,1.53,8.95,,,0.2075,,,
2022,AK,2022-07-26,1.965,12.7,0.044,,12.81,3568.15,0.76,0.96,19.9,0.26,0.273,1.8245,31.0,0.011
2022,AK,2022-07-27,7.825,14.533333333333331,0.034,,23.426,8236.75,0.5133333333333333,1.1943333333333332,2.6266666666666665,0.35,0.8363333333333335,10.067,92.66666666666669,0.0183333333333333
2022,AK,2022-07-28,10.0,14.05,0.0435,,18.2975,6621.675,0.35,0.6795,1.23,0.36,0.6525,14.56125,119.0,0.011
2022,AK,2022-07-29,16.05,14.3,,,22.47,7872.5,0.44,0.686,1.3,,1.81,19.927000000000003,120.0,0.021
2022,AK,2022-08-03,0.14,17.1,,,0.52,,0.49,5.79,,,,,,
2022,AK,2022-08-10,,13.2,,,,,0.754,1.78,,,,,,
2022,AK,2022-08-16,2.385,8.52,0.035,,10.1,2040.85,,0.456,11.4,,0.124,2.603,24.0,
2022,AK,2022-08-17,0.91,6.3,,,8.3,3526.3,,0.18,12.1,,0.39,3.5805,25.0,
2022,AK,2022-08-23,0.9466666666666668,24.05,0.032,,5.555,1104.7,1.07,6.093500000000001,18.2,0.25,0.205,0.8165,14.0,
2022,AK,2022-09-06,0.7849999999999999,20.1,,,4.7,1294.65,1.68,2.77,0.8,0.34,0.024,0.4,7.0,
2022,AK,2022-09-12,0.79,20.2,,,4.6,1346.0,1.55,2.68,1.04,0.41,0.056,0.41,7.0,
2022,AK,2022-09-13,0.92,36.3,,,,157.0,1.17,12.2,,,0.144,,,
2022,AK,2022-09-14,0.14,15.8,,,0.73,9.9,0.4,5.46,0.77,,0.012,,,
2022,AK,2022-09-16,0.615,17.1,0.054,,5.25,800.0,0.86,1.46,21.8,0.48,0.0199999999999999,0.4145,6.1,
2022,AK,2022-09-19,1.045,21.9,,,2.38,1229.35,0.75,4.16,11.5,0.63,0.07,0.678,9.0,
2022,AK,2022-10-11,5.0,18.95,,,49.5125,17716.825,1.23,2.185,5.44,0.385,1.47,7.12425,111.5,0.043
2022,AK,2022-10-14,0.97,21.1,,,9.0,2232.35,1.92,2.83,0.74,0.47,0.101,0.71,11.0,
2022,AK,2022-10-18,0.87,36.2,,,,374.0,0.89,12.1,,,0.082,,,
2022,AK,2022-10-25,1.9125,31.1,,,16.346666666666664,6384.875,2.22,3.755,2.69,0.565,0.383,2.9,35.0,0.015
2022,AK,2022-11-01,0.8400000000000001,22.7,,,2.585,1232.9,1.82,3.2,1.84,0.58,0.042,0.4,10.0,
2022,AK,2022-11-02,0.14,23.4,,,0.57,,0.4,6.7,,0.74,,0.027,,
2022,AK,2022-11-10,1.265,23.1,0.092,,1.475,454.4,0.71,1.39,3.21,,0.017,0.5820000000000001,7.65,
2022,AK,2022-11-16,1.24,28.2,,,3.095,1603.5,0.64,5.92,18.5,0.85,0.121,0.837,11.0,
2022,AK,2022-12-05,0.315,21.75,0.06,,3.515,1467.3,1.015,2.6500000000000004,135.15,0.535,0.0099999999999999,0.148,3.733333333333333,
2022,AK,2022-12-07,0.2,46.2,0.03,,2.7,1026.0,2.3200000000000003,7.890000000000001,3.77,0.4649999999999999,0.039,0.2,3.0,
2022,AK,2022-12-29,0.5,38.4,,,0.54,163.35,0.86,8.62,19.1,0.74,0.011,0.14,,
2023,AK,2023-01-05,0.5,36.4,,,0.49,176.7,0.87,8.31,19.7,0.78,0.009,0.15,,
2023,AK,2023-01-28,0.29,24.3,0.054,,3.2,197.7,0.95,2.12,14.7,0.38,0.009,0.13,4.6,
2023,AK,2023-02-28,0.35,51.7,,,,131.0,1.29,14.0,,,0.01,,,
2023,AK,2023-03-21,0.655,25.5,0.105,,1.035,34.1,0.86,1.54,3.98,0.37,,0.181,8.6,
2023,AK,2023-03-22,0.32,22.136666666666667,0.071,,2.1725,123.75,1.1033333333333333,1.82,8.873333333333333,0.4,0.0153333333333333,0.0574999999999999,4.25,
2023,AK,2023-03-24,0.33,29.4,,,0.49,132.85,1.09,5.09,45.2,0.36,0.0065,,,
2023,AK,2023-03-29,0.6799999999999999,36.3,,0.66,0.96,508.5,0.99,8.59,40.1,1.3,0.015,0.192,2.55,
2023,AK,2023-04-04,0.2966666666666667,41.55,0.066,,2.0,109.76666666666668,1.285,8.01,22.4,0.29,0.0115,0.05,3.35,
2023,AK,2023-04-19,0.71,25.7,,,,201.0,2.14,3.82,0.65,0.32,0.005,,,
2023,AK,2023-04-24,0.2249999999999999,47.2,,,2.6,889.45,2.01,8.21,3.68,0.4,0.059,0.29,7.0,
2023,AK,2023-05-07,1.6,22.5,,,10.35,4328.35,0.95,3.72,14.2,0.63,0.169,1.37,26.0,0.015
2023,AK,2023-05-10,,57.5,0.035,,,68.1,1.87,6.59,,0.54,,0.03,5.55,
2023,AK,2023-05-16,2.88,22.0,,,13.4,7349.8,0.69,4.67,9.52,2.1,0.313,3.0855,42.0,0.043
2023,AK,2023-05-24,2.533333333333333,16.066666666666666,0.0563333333333333,,11.816666666666665,1998.2,0.68,1.46,20.33333333333333,0.4733333333333333,0.159,1.643333333333333,20.0,0.0063333333333333
2023,AK,2023-05-31,0.925,16.225,0.0965,,2.345,806.24,0.6575,3.07725,7.715,0.325,0.5325,1.2475,15.8,
2023,AK,2023-06-13,2.3,11.9,0.047,,22.0,2135.4,0.64,1.05,15.6,0.32,0.161,0.932,10.55,0.008
2023,AK,2023-06-14,1.8166666666666669,20.46666666666667,,1.1,7.900000000000001,4332.966666666666,0.7200000000000001,4.023333333333333,11.286666666666669,1.153333333333333,0.303,1.6298333333333332,17.325,0.0183333333333333
2023,AK,2023-06-21,1.5125,29.433333333333334,0.033,,32.75,8653.3,1.35,4.5633333333333335,12.54,0.375,0.3903333333333332,6.925000000000001,107.5,0.0139999999999999
2023,AK,2023-06-22,2.965,11.9,0.04,,6.785,2677.6,0.57,0.687,12.3,0.42,,3.1415,30.0,
2023,AK,2023-06-26,0.295,16.2,,,0.735,152.25,0.395,2.71,26.450000000000003,0.735,0.00625,,,
2023,AK,2023-06-27,1.4,15.1,,,5.376,2379.82,0.64,2.4450000000000003,11.965,1.0775,0.0291666666666666,1.6205,38.0,0.019
2023,AK,2023-06-28,0.29,13.933333333333335,,,1.035,129.0,0.5266666666666667,3.1833333333333336,12.356666666666667,1.21,0.0073333333333333,,,
2023,AK,2023-07-06,0.7050000000000001,27.0,,,3.0,1137.7666666666669,1.885,4.23,0.72,0.54,,0.3,5.0,
2023,AK,2023-07-13,,16.6,,,,,0.856,1.9,,,,,,
2023,AK,2023-07-19,0.15,14.6,,,0.49,6.2,0.46,4.96,,,0.003,,,
2023,AK,2023-07-27,0.935,13.0,0.038,,8.05,1220.85,0.62,1.05,15.4,0.41,0.079,1.32,11.0,
2023,AK,2023-08-02,1.0,35.0,,,,97.4,1.42,10.5,,,,,,
2023,AK,2023-08-08,0.9,26.9,,,25.2,9424.7,1.66,2.73,39.1,0.26,0.6825,7.59,106.0,0.0135
2023,AK,2023-08-16,3.04,17.6,,,17.55,8453.0,0.77,2.27,13.3,0.75,,2.561,45.0,0.03
2023,AK,2023-08-23,,,,,,,,,,,,,,0.006
2023,AK,2023-10-12,0.9,37.2,,,,523.0,0.89,12.6,,,,,,
2023,AK,2023-10-18,,22.3,,,,,1.02,2.89,,,,,,
2024,AK,2024-01-15,0.5746,25.1478,,,13.4217,6416.694,1.8487,8.7328,1.404,0.6873,0.001,0.001,,
2024,AK,2024-02-14,0.001,27.4793,,,0.001,0.001,0.4868,0.001,14.883,1.1439,0.001,1.3018,40.795,
2024,AK,2024-03-15,1.6854,19.9593,,,4.1986,0.001,1.0294,2.8189,,0.9603,0.2855,0.2509,45.1386,0.0209
2024,AK,2024-04-14,1.7612,20.4489,0.1777,,,1857.4252,0.7617,1.0297,3.6331,0.7368,0.0395,,0.001,
2024,AK,2024-05-14,2.1315,,0.0611,,13.0755,0.001,0.5302,6.2855,35.1171,1.0699,0.001,,0.001,
2024,AK,2024-06-13,0.001,46.8366,0.0721,,5.5512,0.001,0.7262,1.9307,13.3978,1.3879,,1.0716,,
2024,AK,2024-07-13,0.9469,28.0746,,,0.4678,1897.1229,1.7981,9.3535,,,,0.9266,15.84,0.0171
2024,AK,2024-08-12,4.1891,33.7934,0.0901,,,,1.5036,5.1891,,1.216,0.001,,9.2613,0.001
2024,AK,2024-09-11,3.7165,12.6159,,,,0.001,1.8649,4.5652,0.001,,0.2979,,,
2024,AK,2024-10-11,0.6967,19.1676,,,,,0.5029,3.3285,16.857,,0.1542,2.1646,,0.0215
2024,AK,2024-11-10,0.001,21.0974,,,13.7446,,1.3562,10.686,2.5308,0.2678,0.3637,4.1754,,
2024,AK,2024-12-10,,23.2742,,,,1715.8578,1.2472,1.2888,,0.1943,0.001,,0.001,
2025,AK,2025-01-09,2.2417,31.6293,,,18.0892,1474.5593,1.2183,5.4237,,0.001,0.1637,,,
2025,AK,2025-02-08,0.9665,26.4624,0.0369,,,3684.1044,,5.1971,,0.001,0.001,2.5812,0.001,
2025,AK,2025-03-10,1.4259,30.6821,,,17.3188,0.001,2.0047,3.8934,,0.0013,0.001,2.8194,22.5407,
2025,AK,2025-04-09,0.4497,40.8547,,,,1290.6607,1.3115,1.5818,49.0618,,0.001,,18.4048,
2025,AK,2025-05-09,,17.6301,0.0866,,,,0.8374,3.045,6.2809,0.1475,0.0073,0.001,14.5616,0.0239
2025,AK,2025-06-08,1.7858,30.3244,0.0612,,17.322,3061.3466,0.5256,0.001,22.071,,0.1639,2.0363,33.8369,
2025,AK,2025-07-08,3.4283,31.6761,,,,1721.8534,0.9412,2.1771,,1.1306,0.3315,0.7554,34.5608,
2025,AK,2025-08-07,3.8554,20.1959,0.0356,,2.0557,3179.7422,1.1776,0.001,,,,,45.6177,
2025,AK,2025-09-06,0.9151,22.1402,,,0.001,967.9866,0.4764,0.6093,,,0.4706,,,0.001
2025,AK,2025-10-06,1.2244,19.4332,,,7.0759,,1.049,1.7302,33.0683,,,,30.5298,
2025,AK,2025-11-05,0.1855,27.5153,,,10.9931,4796.6172,0.9061,2.897,36.0539,1.1714,0.1225,0.001,42.5134,0.0153
2025,AK,2025-12-05,0.3908,30.0127,,,9.195,0.001,0.5086,1.6077,27.1741,0.6844,0.001,,14.2822,
2015,AL,2015-01-13,0.41,11.0,,,,239.0,2.07,2.6,,,0.0895,,,
2015,AL,2015-01-20,,,,,,,,,,,0.07,,,
2015,AL,2015-01-26,0.38,14.3,,,,237.0,1.8,2.35,,,0.0825,,,
2015,AL,2015-01-27,0.38,12.0,,,,226.0,2.0,2.68,,,0.0785,,,
2015,AL,2015-02-10,0.37,13.8,,,,205.0,1.75,2.93,,,0.0485,,,
2015,AL,2015-02-24,0.44,13.4,,,,,1.62,3.28,,,0.094,,,
2015,AL,2015-02-25,0.33,19.7,,,,225.0,1.68,3.26,,,0.024,,,
2015,AL,2015-03-02,,,,,,,,,,,0.04,,,
2015,AL,2015-03-12,0.41,14.1,,,,234.0,1.59,3.05,,,0.089,,,
2015,AL,2015-03-18,0.41,13.3,,,,233.0,1.51,2.63,,,0.0775,,,
2015,AL,2015-03-19,0.42,13.2,,,,253.0,1.55,2.5,,,0.0815,,,
2015,AL,2015-03-23,,,,,,,,,,,0.07,,,
2015,AL,2015-03-31,0.52,15.7,,,,290.0,1.59,2.86,,,0.0675,,,
2015,AL,2015-04-07,0.33,14.6,,,,100.0,1.51,3.55,,,0.0325,,,
2015,AL,2015-04-21,,,,,,,,,,,0.09,,,
2015,AL,2015-04-29,0.64,13.9,,,,382.0,1.61,3.29,,,0.0775,,,
2015,AL,2015-04-30,0.5,14.9,,,,144.0,1.43,3.43,,,0.048,,,
2015,AL,2015-05-05,,,,,,,,,,,0.05,,,
2015,AL,2015-05-13,0.69,15.2,,,,384.0,1.74,3.02,,,0.047,,,
2015,AL,2015-05-14,0.56,15.3,,,,78.1,1.53,3.41,,,0.034,,,
2015,AL,2015-05-19,0.69,15.5,,,,372.0,1.87,3.05,,,0.052,,,
2015,AL,2015-05-21,0.56,17.7,,,,53.5,1.75,3.89,,,0.0345,,,
2015,AL,2015-06-03,,,,,,,,,,,0.05,,,
2015,AL,2015-06-16,0.75,16.6,,,,325.0,1.96,2.69,,,0.0405,,,
2015,AL,2015-06-17,0.61,14.4,,,,104.0,1.83,3.1,,,0.027,,,
2015,AL,2015-07-01,0.19,43.8,,2.0,2.4,,0.78,3.97,,0.26,,0.215,10.4,
2015,AL,2015-07-07,,,,,,,,,,,0.07,,,
2015,AL,2015-07-09,0.74,26.6,,,,70.6,2.06,2.96,,,0.061,,,
2015,AL,2015-07-21,0.74,17.7,,,,44.4,2.1,3.79,,,0.0425,,,
2015,AL,2015-07-23,0.96,20.5,,,,491.0,2.12,3.04,,,0.0685,,,
2015,AL,2015-08-10,,41.2,,2.2,,,2.68,1.61,,,,,,
2015,AL,2015-08-11,,,,,,,,,,,0.04,,,
2015,AL,2015-08-19,0.45,8.21,,,,15.4,6.64,5.26,0.54,,,,,
2015,AL,2015-08-20,0.93,20.2,,,,37.95,2.355,5.705,,,0.0499999999999999,,,
2015,AL,2015-09-03,0.87,24.1,,,,16.2,2.25,4.64,,,0.0305,,,
2015,AL,2015-09-08,,,,,,,,,,,0.04,,,
2015,AL,2015-09-29,0.91,25.2,,,,10.9,2.87,8.6,,,0.0305,,,
2015,AL,2015-10-13,,,,,,,,,,,0.06,,,
2015,AL,2015-10-20,0.82,16.1,,,,12.8,1.9,4.38,,,0.045,,,
2015,AL,2015-10-29,0.99,24.8,,,,36.2,2.75,7.6,,,0.0495,,,
2015,AL,2015-11-12,0.65,25.4,,,,52.3,2.6,5.03,,,0.0485,,,
2015,AL,2015-11-17,0.58,21.9,,,,113.0,2.48,4.4,,,0.0703333333333333,,,
2015,AL,2015-12-08,0.64,19.4,,,,164.0,2.77,7.43,,,0.054,,,
2015,AL,2015-12-09,0.5,15.2,,,,61.6,2.17,4.28,,,0.0425,,,
2015,AL,2015-12-15,,,,,,,,,,,0.04,,,
2016,AL,2016-01-14,0.52,14.5,,,,264.0,2.4,4.07,,,0.0675,,,
2016,AL,2016-01-19,,,,,,,,,,,0.05,,,
2016,AL,2016-01-27,0.45,14.9,,,,213.0,1.78,3.37,,,0.1225,,,
2016,AL,2016-01-28,0.4,10.5,,,,184.0,1.65,2.06,,,0.0715,,,
2016,AL,2016-02-09,0.42,11.6,,,,222.0,1.67,2.42,,,0.0885,,,
2016,AL,2016-02-10,0.35,11.6,,,,186.0,1.46,2.46,,,0.0535,,,
2016,AL,2016-02-16,,,,,,,,,,,0.04,,,
2016,AL,2016-02-25,0.49,13.5,,,,169.0,1.28,1.71,,,0.03,,,
2016,AL,2016-03-09,0.36,11.3,,,,181.0,1.32,2.35,,,0.0525,,,
2016,AL,2016-03-10,0.42,14.1,,,,248.0,1.63,3.14,,,0.052,,,
2016,AL,2016-03-15,,,,,,,,,,,0.06,,,
2016,AL,2016-03-30,0.49,15.6,,,,227.0,1.44,2.6,,,0.048,,,
2016,AL,2016-03-31,0.53,14.2,,,,360.0,1.44,3.1,,,0.045,,,
2016,AL,2016-04-05,,,,,,,,,,,0.04,,,
2016,AL,2016-04-06,0.44,6.39,,,,,1.9,2.35,,,0.0815,,,
2016,AL,2016-04-20,0.51,15.6,,,,278.0,1.62,3.48,,,0.073,,,
2016,AL,2016-04-21,0.45,13.0,,,,201.0,1.34,2.29,,,0.0475,,,
2016,AL,2016-05-03,0.57,15.9,,,,290.0,1.65,2.99,,,0.076,,,
2016,AL,2016-05-04,0.45,13.6,,,,192.0,1.44,2.7,,,0.0535,,,
2016,AL,2016-05-10,,,,,,,,,,,0.05,,,
2016,AL,2016-05-18,0.66,19.7,,,,240.0,1.98,3.08,,,0.0625,,,
2016,AL,2016-05-19,0.51,12.8,,,,181.0,1.55,2.53,,,0.0375,,,
2016,AL,2016-06-02,0.65,18.1,,,,328.0,1.85,3.82,,,0.0535,,,
2016,AL,2016-06-07,,,,,,,,,,,0.06,,,
2016,AL,2016-06-30,0.62,17.0,,,,99.3,1.9,3.27,,,0.048,,,
2016,AL,2016-07-18,,,,,,,,,,,0.05,,,
2016,AL,2016-07-21,0.73,21.3,,,,22.2,2.35,5.77,,,0.0285,,,
2016,AL,2016-07-27,0.74,21.7,,,,14.7,2.25,5.45,,,0.0249999999999999,,,
2016,AL,2016-07-28,0.74,18.1,,,,43.9,2.04,3.73,,,0.04,,,
2016,AL,2016-08-15,,,,,,,,,,,0.06,,,
2016,AL,2016-08-18,0.85,23.5,,,,29.0,2.35,5.95,,,0.034,,,
2016,AL,2016-08-31,0.93,17.6,,,,34.0,2.09,3.93,,,0.042,,,
2016,AL,2016-09-06,,,,,,,,,,,0.06,,,
2016,AL,2016-09-16,0.91,25.7,,,,,2.58,7.3,,,0.0275,,,
2016,AL,2016-09-27,1.1,26.4,,,,5.9,2.91,8.18,,,0.0345,,,
2016,AL,2016-10-05,0.79,18.4,,,,23.8,2.34,4.26,,,0.055,,,
2016,AL,2016-10-11,,,,,,,,,,,0.06,,,
2016,AL,2016-10-18,1.1,28.0,,,,10.6,3.15,8.3,,,0.042,,,
2016,AL,2016-11-07,,,,,,,,,,,0.08,,,
2016,AL,2016-11-09,0.89,29.1,,,,16.9,3.04,8.52,,,0.033,,,
2016,AL,2016-11-29,0.75,29.9,,,,19.7,3.95,7.77,,,0.0435,,,
2016,AL,2016-12-13,0.62,29.6,,,,27.3,2.68,6.3,,,0.0435,,,
2016,AL,2016-12-15,0.64,17.7,,,,104.0,2.33,4.31,,,0.0515,,,
2016,AL,2016-12-19,,,,,,,,,,,0.07,,,
2017,AL,2017-01-17,,,,,,,,,,,0.08,,,
2017,AL,2017-01-18,0.55,21.5,,,,195.0,2.77,3.78,,,0.0554999999999999,,,
2017,AL,2017-01-23,0.5,14.7,,,,157.0,1.8,2.15,,,0.031,,,
2017,AL,2017-01-24,0.58,21.1,,,,171.0,2.46,3.45,,,0.1875,,,
2017,AL,2017-02-08,0.64,22.8,,,,265.0,2.62,5.01,,,0.0785,,,
2017,AL,2017-02-13,,,,,,,,,,,0.07,,,
2017,AL,2017-02-22,0.42,15.8,,,,161.0,1.76,3.43,,,0.042,,,
2017,AL,2017-02-28,0.41,14.2,,,,201.0,1.67,3.16,,,0.0375,,,
2017,AL,2017-03-13,,,,,,,,,,,0.08,,,
2017,AL,2017-03-14,0.54,20.0,,,,304.0,2.15,4.02,,,0.0935,,,
2017,AL,2017-03-16,0.42,15.9,,,,219.0,1.72,3.4,,,0.044,,,
2017,AL,2017-03-28,0.51,18.2,,,,308.0,2.01,4.14,,,0.045,,,
2017,AL,2017-03-29,0.47,15.7,,,,129.0,1.67,3.59,,,0.0365,,,
2017,AL,2017-04-11,0.47,16.2,,,,150.0,1.63,3.83,,,0.048,,,
2017,AL,2017-04-12,0.63,15.3,,,,346.0,2.18,3.74,,,0.065,,,
2017,AL,2017-04-24,,,,,,,,,,,0.1,,,
2017,AL,2017-04-26,0.44,16.5,,,,27.3,1.64,3.88,,,0.033,,,
2017,AL,2017-05-15,,,,,,,,,,,0.07,,,
2017,AL,2017-05-16,0.47,16.6,,,,92.7,1.85,3.55,,,0.041,,,
2017,AL,2017-05-18,0.51,17.6,,,,165.0,2.04,3.81,,,0.038,,,
2017,AL,2017-05-25,0.66,14.9,,,,122.0,1.76,2.43,,,0.037,,,
2017,AL,2017-05-31,0.59,16.9,,,,178.0,2.0,4.2,,,0.0424999999999999,,,
2017,AL,2017-06-12,,,,,,,,,,,0.07,,,
2017,AL,2017-06-20,0.71,16.4,,,,159.0,1.77,3.18,,,0.0775,,,
2017,AL,2017-07-05,,,,,,,,,,,0.1,,,
2017,AL,2017-07-26,0.64,14.9,,,,193.0,1.63,3.15,,,0.042,,,
2017,AL,2017-07-27,0.73,15.3,,,,285.0,2.05,4.04,,,0.0445,,,
2017,AL,2017-07-31,0.85,15.3,,,,332.0,2.01,3.58,,,0.045,,,
2017,AL,2017-08-01,0.67,14.2,,,,164.0,1.62,2.87,,,0.0385,,,
2017,AL,2017-08-07,,,,,,,,,,,0.05,,,
2017,AL,2017-08-16,0.67,16.7,,,,163.0,1.91,3.43,,,0.043,,,
2017,AL,2017-09-01,0.78,18.7,,,,237.0,2.12,3.59,,,0.049,,,
2017,AL,2017-09-06,0.75,22.1,,,,164.0,2.42,5.29,,,0.048,,,
2017,AL,2017-09-18,,,,,,,,,,,0.07,,,
2017,AL,2017-09-21,0.7,24.5,,,,117.0,2.61,6.57,,,0.047,,,
2017,AL,2017-10-16,,,,,,,,,,,0.07,,,
2017,AL,2017-10-26,0.68,25.8,,,,36.5,2.83,9.23,,,0.0355,,,
2017,AL,2017-10-30,0.68,16.3,,,,269.0,1.82,3.64,,,0.052,,,
2017,AL,2017-11-09,0.58,25.9,,,,44.0,2.86,9.0,,,0.0375,,,
2017,AL,2017-11-20,,,,,,,,,,,0.08,,,
2017,AL,2017-11-29,0.6,25.8,,,,82.2,3.01,9.03,,,0.04,,,
2017,AL,2017-12-04,,,,,,,,,,,0.07,,,
2017,AL,2017-12-06,0.39,13.4,,,,91.5,1.85,3.32,,,0.036,,,
2017,AL,2017-12-18,0.41,25.5,,,,99.8,2.78,6.64,,,0.038,,,
2018,AL,2018-01-19,0.35,18.6,,,,102.0,2.16,4.04,,,0.0405,,,
2018,AL,2018-01-25,,,,,,,,,,,0.07,,,
2018,AL,2018-01-29,0.43,16.3,,,,318.0,2.62,3.2,,,0.061,,,
2018,AL,2018-02-06,0.55,21.8,,,,240.0,2.62,3.09,,,0.2125,,,
2018,AL,2018-02-07,0.38,14.8,,,,149.0,1.86,2.7,,,0.0994999999999999,,,
2018,AL,2018-02-12,,,,,,,,,,,0.44,,,
2018,AL,2018-02-21,0.39,13.3,,,,178.0,1.66,3.08,,,0.0525,,,
2018,AL,2018-02-22,0.47,13.6,,,,260.0,2.06,2.53,,,0.091,,,
2018,AL,2018-03-07,0.59,16.0,,,,360.0,1.96,2.97,,,0.0945,,,
2018,AL,2018-03-08,0.42,13.7,,,,264.0,1.66,3.01,,,0.061,,,
2018,AL,2018-03-12,,,,,,,,,,,0.09,,,
2018,AL,2018-03-21,0.35,13.1,,,,211.0,1.58,2.7,,,0.041,,,
2018,AL,2018-03-22,0.47,16.1,,,,323.0,1.74,2.97,,,0.0584999999999999,,,
2018,AL,2018-04-02,0.48,17.3,,,,327.0,1.78,2.59,,,0.088,,,
2018,AL,2018-04-03,0.33,14.2,,,,105.0,1.67,2.89,,,0.0413333333333333,,,
2018,AL,2018-04-26,0.37,14.2,,,,84.2,1.47,3.35,,,0.043,,,
2018,AL,2018-05-07,,,,,,,,,,,0.06,,,
2018,AL,2018-05-16,0.63,14.6,,,,370.0,1.73,2.84,,,0.0515,,,
2018,AL,2018-05-17,0.47,16.8,,,,59.6,1.48,3.76,,,0.0395,,,
2018,AL,2018-05-31,0.69,19.6,,,,189.0,2.19,3.11,,,0.087,,,
2018,AL,2018-06-01,0.51,16.9,,,,136.0,1.53,2.58,,,0.1435,,,
2018,AL,2018-06-05,0.63,16.9,,,,246.0,1.97,3.06,,,0.0665,,,
2018,AL,2018-06-06,0.53,13.2,,,,238.0,1.72,2.56,,,0.068,,,
2018,AL,2018-06-18,,,,,,,,,,,0.06,,,
2018,AL,2018-07-05,0.62,22.9,,,,27.0,2.31,5.1,,,0.0315,,,
2018,AL,2018-07-09,0.55,13.9,,,,94.4,1.8,3.07,,,0.065,,,
2018,AL,2018-07-24,0.66,22.2,,,,33.5,2.29,8.23,,,0.0275,,,
2018,AL,2018-08-06,,,,,,,,,,,0.11,,,
2018,AL,2018-08-27,0.67,17.3,,,,49.2,1.78,4.04,,,0.035,,,
2018,AL,2018-08-28,0.9,23.6,,,,26.8,2.61,7.39,,,0.03,,,
2018,AL,2018-09-11,0.67,13.2,,,,259.0,2.05,2.35,,,0.0675,,,
2018,AL,2018-09-17,,,,,,,,,,,0.05,,,
2018,AL,2018-09-26,0.98,24.2,,,,170.0,2.82,5.24,,,0.0465,,,
2018,AL,2018-10-15,,,,,,,,,,,0.12,,,
2018,AL,2018-10-16,0.83,28.0,,,,47.4,2.59,5.78,,,0.0355,,,
2018,AL,2018-10-17,0.73,17.8,,,,90.4,2.08,3.92,,,0.0419999999999999,,,
2018,AL,2018-11-06,0.91,32.2,,,,154.0,2.9,5.53,,,0.067,,,
2018,AL,2018-11-13,,,,,,,,,,,0.48,,,
2018,AL,2018-11-27,0.69,23.5,,,,186.0,2.76,5.42,,,0.065,,,
2018,AL,2018-12-10,,,,,,,,,,,0.22,,,
2018,AL,2018-12-19,0.35,12.1,,,,198.0,1.58,2.62,,,0.0515,,,
2019,AL,2019-02-05,0.36,13.0,,,,203.0,1.47,3.64,,,0.043,,,
2019,AL,2019-02-06,0.27,10.9,,,,156.0,1.23,2.42,,,0.038,,,
2019,AL,2019-02-11,,,,,,,,,,,0.04,,,
2019,AL,2019-02-20,0.28,10.3,,,,167.0,1.12,2.24,,,0.0395,,,
2019,AL,2019-02-21,0.42,14.2,,,,303.0,1.5,3.22,,,0.105,,,
2019,AL,2019-02-25,,,,,,,,,,,0.11,,,
2019,AL,2019-03-06,0.41,11.4,,,,239.0,1.32,2.2,,,0.0559999999999999,,,
2019,AL,2019-03-11,,,,,,,,,,,0.1,,,
2019,AL,2019-03-13,0.44,13.2,,,,246.0,1.29,3.18,,,0.0715,,,
2019,AL,2019-03-26,0.3,12.2,,,,175.0,1.23,2.68,,,0.0335,,,
2019,AL,2019-03-27,0.39,14.5,,,,221.0,1.6,4.62,,,0.03,,,
2019,AL,2019-04-08,,,,,,,,,,,0.05,,,
2019,AL,2019-04-09,0.44,15.5,,,,282.0,1.51,3.03,,,0.066,,,
2019,AL,2019-04-10,0.29,13.3,,,,86.8,1.28,3.01,,,0.031,,,
2019,AL,2019-04-22,0.36,11.9,,,,182.0,1.3,2.38,,,0.067,,,
2019,AL,2019-05-06,,,,,,,,,,,0.06,,,
2019,AL,2019-05-07,0.38,13.0,,,,158.0,1.38,2.67,,,0.0495,,,
2019,AL,2019-05-08,0.55,15.2,,,,281.0,1.64,3.12,,,0.059,,,
2019,AL,2019-05-21,0.58,14.8,,,,297.0,1.55,2.2,,,0.0615,,,
2019,AL,2019-05-22,0.5,14.5,,,,176.0,1.56,2.42,,,0.0445,,,
2019,AL,2019-06-03,0.63,14.9,,,,329.0,1.75,2.51,,,0.036,,,
2019,AL,2019-06-04,0.5,13.9,,,,179.0,1.63,2.7,,,0.035,,,
2019,AL,2019-06-17,,,,,,,,,,,0.05,,,
2019,AL,2019-06-24,,35.1,,,,21.3,2.76,0.433,4.86,,,,,
2019,AL,2019-06-25,0.81,5.01,,,0.64,227.0,4.22,1.63,146.0,,,0.177,4.6,
2019,AL,2019-07-02,0.65,19.8,,,,68.3,2.0,3.76,,,0.0249999999999999,,,
2019,AL,2019-07-09,,,,,,,,,,,0.05,,,
2019,AL,2019-07-10,,0.852,,,24.3,,1.51,0.509,3.66,2.4,,3.4,28.7,
2019,AL,2019-07-16,,0.641,,,15.4,,0.65,0.332,1.6,0.38,,1.78,18.0,
2019,AL,2019-07-18,,0.886,,,497.0,,0.57,0.583,5.14,0.56,,3.21,13.4,
2019,AL,2019-07-23,0.71,17.05,,,,56.85,3.055,2.33,18.6,,0.0415,0.198,2.9,
